"STREET_NAME","METER_CLASS","DATE_TYPE","TIME_BAND","LAST_RATE","OCCUPANCY_PCT","PROPOSED_RATE","FINAL_RATE","ADJUSTMENT_REASON"
"3000-3099 OCEAN AVE","Commercial","Weekday","3pm-6pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"3000-3099 OCEAN AVE","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"3000-3099 OCEAN AVE","Commercial","Weekend","Open-12pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"3000-3099 OCEAN AVE","Commercial","Weekend","12pm-3pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"3000-3099 OCEAN AVE","Commercial","Weekend","3pm-6pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"3000-3099 OCEAN AVE","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"3000-3099 OCEAN AVE","GMP","Weekday","Open-12pm",2.25,39,2,2.25,"Meter payment realization rate threshold applied"
"3000-3099 OCEAN AVE","GMP","Weekday","12pm-3pm",2.25,39,2,2.25,"Meter payment realization rate threshold applied"
"3000-3099 OCEAN AVE","GMP","Weekday","3pm-6pm",2.25,37,2,2.25,"Meter payment realization rate threshold applied"
"3000-3099 OCEAN AVE","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"3000-3099 OCEAN AVE","GMP","Weekend","Open-12pm",2.25,37,2,2.25,"Meter payment realization rate threshold applied"
"3000-3099 OCEAN AVE","GMP","Weekend","12pm-3pm",2.25,36,2,2.25,"Meter payment realization rate threshold applied"
"3000-3099 OCEAN AVE","GMP","Weekend","3pm-6pm",2.25,32,2,2.25,"Meter payment realization rate threshold applied"
"3000-3099 OCEAN AVE","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"3200-3299 PIERCE ST","Commercial","Weekday","Open-12pm",1.75,,1.75,1.75,""
"3200-3299 PIERCE ST","Commercial","Weekday","12pm-3pm",1.75,,1.75,1.75,""
"3200-3299 PIERCE ST","Commercial","Weekday","3pm-6pm",1.75,,1.75,1.75,""
"3200-3299 PIERCE ST","Commercial","Weekday","6pm-Close",2.75,,2.75,2.75,""
"3200-3299 PIERCE ST","Commercial","Weekend","Open-12pm",1.75,,1.75,1.75,""
"3200-3299 PIERCE ST","Commercial","Weekend","12pm-3pm",1.75,,1.75,1.75,""
"3200-3299 PIERCE ST","Commercial","Weekend","3pm-6pm",1.75,,1.75,1.75,""
"3200-3299 PIERCE ST","Commercial","Weekend","6pm-Close",2.75,,2.75,2.75,""
"3200-3299 PIERCE ST","GMP","Weekday","Open-12pm",1.75,,1.75,1.75,""
"3200-3299 PIERCE ST","GMP","Weekday","12pm-3pm",1.75,,1.75,1.75,""
"3200-3299 PIERCE ST","GMP","Weekday","3pm-6pm",1.75,,1.75,1.75,""
"3200-3299 PIERCE ST","GMP","Weekday","6pm-Close",2.75,,2.75,2.75,""
"3200-3299 PIERCE ST","GMP","Weekend","Open-12pm",1.75,,1.75,1.75,""
"3200-3299 PIERCE ST","GMP","Weekend","12pm-3pm",1.75,,1.75,1.75,""
"3200-3299 PIERCE ST","GMP","Weekend","3pm-6pm",1.75,,1.75,1.75,""
"3200-3299 PIERCE ST","GMP","Weekend","6pm-Close",2.75,,2.75,2.75,""
"4000-4099 24TH ST","Commercial","Weekday","Open-12pm",1.75,,1.5,1.5,""
"4000-4099 24TH ST","Commercial","Weekday","12pm-3pm",2.5,,2.5,2.5,""
"4000-4099 24TH ST","Commercial","Weekday","3pm-6pm",2,,1.75,1.75,""
"4000-4099 24TH ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"4000-4099 24TH ST","Commercial","Weekend","Open-12pm",1.75,,1.5,1.75,"Meter payment realization rate threshold applied"
"4000-4099 24TH ST","Commercial","Weekend","12pm-3pm",2.5,,2.25,2.5,"Meter payment realization rate threshold applied"
"4000-4099 24TH ST","Commercial","Weekend","3pm-6pm",1.25,,1,1.25,"Meter payment realization rate threshold applied"
"4000-4099 24TH ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"4000-4099 24TH ST","GMP","Weekday","Open-12pm",1.75,56,1.5,1.5,""
"4000-4099 24TH ST","GMP","Weekday","12pm-3pm",2.5,70,2.5,2.5,""
"4000-4099 24TH ST","GMP","Weekday","3pm-6pm",2,55,1.75,1.75,""
"4000-4099 24TH ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"4000-4099 24TH ST","GMP","Weekend","Open-12pm",1.75,53,1.5,1.75,"Meter payment realization rate threshold applied"
"4000-4099 24TH ST","GMP","Weekend","12pm-3pm",2.5,59,2.25,2.5,"Meter payment realization rate threshold applied"
"4000-4099 24TH ST","GMP","Weekend","3pm-6pm",1.25,47,1,1.25,"Meter payment realization rate threshold applied"
"4000-4099 24TH ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"0-99 FELTON ST","Commercial","Weekday","Open-12pm",1.75,,1.5,1.75,"Meter payment realization rate threshold applied"
"0-99 FELTON ST","Commercial","Weekday","12pm-3pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"0-99 FELTON ST","Commercial","Weekday","3pm-6pm",1.75,,1.5,1.75,"Meter payment realization rate threshold applied"
"0-99 FELTON ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"0-99 FELTON ST","Commercial","Weekend","Open-12pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"0-99 FELTON ST","Commercial","Weekend","12pm-3pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"0-99 FELTON ST","Commercial","Weekend","3pm-6pm",1.25,,1,1.25,"Meter payment realization rate threshold applied"
"0-99 FELTON ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"0-99 FELTON ST","GMP","Weekday","Open-12pm",1.75,46,1.5,1.75,"Meter payment realization rate threshold applied"
"0-99 FELTON ST","GMP","Weekday","12pm-3pm",2.25,50,2,2.25,"Meter payment realization rate threshold applied"
"0-99 FELTON ST","GMP","Weekday","3pm-6pm",1.75,44,1.5,1.75,"Meter payment realization rate threshold applied"
"0-99 FELTON ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"0-99 FELTON ST","GMP","Weekend","Open-12pm",1.5,42,1.25,1.5,"Meter payment realization rate threshold applied"
"0-99 FELTON ST","GMP","Weekend","12pm-3pm",2.25,43,2,2.25,"Meter payment realization rate threshold applied"
"0-99 FELTON ST","GMP","Weekend","3pm-6pm",1.25,35,1,1.25,"Meter payment realization rate threshold applied"
"0-99 FELTON ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"993-999 POTRERO AVE","Commercial","Weekday","",3.25,,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","Commercial","Weekday","Open-12pm",3.25,,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","Commercial","Weekday","12pm-3pm",3.25,,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","Commercial","Weekday","3pm-6pm",3.25,,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","Commercial","Weekday","6pm-Close",3.25,,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","Commercial","Weekend","",3.25,,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","Commercial","Weekend","Open-12pm",3.25,,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","Commercial","Weekend","12pm-3pm",3.25,,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","Commercial","Weekend","3pm-6pm",3.25,,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","Commercial","Weekend","6pm-Close",3.25,,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","GMP","Weekday","",3.25,37,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","GMP","Weekday","Open-12pm",3.25,52,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","GMP","Weekday","12pm-3pm",3.25,49,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","GMP","Weekday","3pm-6pm",3.25,49,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","GMP","Weekday","6pm-Close",3.25,36,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","GMP","Weekend","",3.25,33,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","GMP","Weekend","Open-12pm",3.25,33,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","GMP","Weekend","12pm-3pm",3.25,34,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","GMP","Weekend","3pm-6pm",3.25,35,3,3.25,"Meter payment realization rate threshold applied"
"993-999 POTRERO AVE","GMP","Weekend","6pm-Close",3.25,33,3,3.25,"Meter payment realization rate threshold applied"
"100-199 WEST PORTAL AVE","Commercial","Weekday","Open-12pm",2,,1.75,2,"Meter payment realization rate threshold applied"
"100-199 WEST PORTAL AVE","Commercial","Weekday","12pm-3pm",2.5,,2.5,2.5,""
"100-199 WEST PORTAL AVE","Commercial","Weekday","3pm-6pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"100-199 WEST PORTAL AVE","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"100-199 WEST PORTAL AVE","Commercial","Weekend","Open-12pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"100-199 WEST PORTAL AVE","Commercial","Weekend","12pm-3pm",3,,2.75,3,"Meter payment realization rate threshold applied"
"100-199 WEST PORTAL AVE","Commercial","Weekend","3pm-6pm",1.5,,1.25,1.5,"Meter payment realization rate threshold applied"
"100-199 WEST PORTAL AVE","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"100-199 WEST PORTAL AVE","GMP","Weekday","Open-12pm",2,53,1.75,2,"Meter payment realization rate threshold applied"
"100-199 WEST PORTAL AVE","GMP","Weekday","12pm-3pm",2.5,65,2.5,2.5,""
"100-199 WEST PORTAL AVE","GMP","Weekday","3pm-6pm",2.25,56,2,2.25,"Meter payment realization rate threshold applied"
"100-199 WEST PORTAL AVE","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"100-199 WEST PORTAL AVE","GMP","Weekend","Open-12pm",2.25,53,2,2.25,"Meter payment realization rate threshold applied"
"100-199 WEST PORTAL AVE","GMP","Weekend","12pm-3pm",3,59,2.75,3,"Meter payment realization rate threshold applied"
"100-199 WEST PORTAL AVE","GMP","Weekend","3pm-6pm",1.5,41,1.25,1.5,"Meter payment realization rate threshold applied"
"100-199 WEST PORTAL AVE","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"800-899 ULLOA ST","Commercial","Weekday","Open-12pm",1.25,,1,1,""
"800-899 ULLOA ST","Commercial","Weekday","12pm-3pm",2.25,,2.25,2.25,""
"800-899 ULLOA ST","Commercial","Weekday","3pm-6pm",1.75,,1.75,1.75,""
"800-899 ULLOA ST","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"800-899 ULLOA ST","Commercial","Weekend","Open-12pm",1.5,,1.25,1.25,""
"800-899 ULLOA ST","Commercial","Weekend","12pm-3pm",2.75,,2.75,2.75,""
"800-899 ULLOA ST","Commercial","Weekend","3pm-6pm",1.75,,1.5,1.5,""
"800-899 ULLOA ST","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"800-899 ULLOA ST","GMP","Weekday","Open-12pm",1.25,51,1,1,""
"800-899 ULLOA ST","GMP","Weekday","12pm-3pm",2.25,73,2.25,2.25,""
"800-899 ULLOA ST","GMP","Weekday","3pm-6pm",1.75,64,1.75,1.75,""
"800-899 ULLOA ST","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"800-899 ULLOA ST","GMP","Weekend","Open-12pm",1.5,46,1.25,1.25,""
"800-899 ULLOA ST","GMP","Weekend","12pm-3pm",2.75,67,2.75,2.75,""
"800-899 ULLOA ST","GMP","Weekend","3pm-6pm",1.75,59,1.5,1.5,""
"800-899 ULLOA ST","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"201-299 02ND AVE","Commercial","Weekday","Open-12pm",3.75,,3.5,3.75,"Meter payment realization rate threshold applied"
"201-299 02ND AVE","Commercial","Weekday","12pm-3pm",4.25,,4,4.25,"Meter payment realization rate threshold applied"
"201-299 02ND AVE","Commercial","Weekday","3pm-6pm",2.75,,2.75,2.75,""
"201-299 02ND AVE","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"201-299 02ND AVE","Commercial","Weekend","Open-12pm",3.25,,3.5,3.5,""
"201-299 02ND AVE","Commercial","Weekend","12pm-3pm",4.25,,4.25,4.25,""
"201-299 02ND AVE","Commercial","Weekend","3pm-6pm",3.75,,3.75,3.75,""
"201-299 02ND AVE","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"201-299 02ND AVE","GMP","Weekday","Open-12pm",3.75,50,3.5,3.75,"Meter payment realization rate threshold applied"
"201-299 02ND AVE","GMP","Weekday","12pm-3pm",4.25,53,4,4.25,"Meter payment realization rate threshold applied"
"201-299 02ND AVE","GMP","Weekday","3pm-6pm",2.75,63,2.75,2.75,""
"201-299 02ND AVE","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"201-299 02ND AVE","GMP","Weekend","Open-12pm",3.25,84,3.5,3.5,""
"201-299 02ND AVE","GMP","Weekend","12pm-3pm",4.25,74,4.25,4.25,""
"201-299 02ND AVE","GMP","Weekend","3pm-6pm",3.75,65,3.75,3.75,""
"201-299 02ND AVE","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"300-399 02ND AVE","Commercial","Weekday","Open-12pm",2,,1.75,2,"Meter payment realization rate threshold applied"
"300-399 02ND AVE","Commercial","Weekday","12pm-3pm",2.25,,2.25,2.25,""
"300-399 02ND AVE","Commercial","Weekday","3pm-6pm",2.25,,2,2.25,"Meter payment realization rate threshold applied"
"300-399 02ND AVE","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"300-399 02ND AVE","Commercial","Weekend","Open-12pm",1.5,,1.5,1.5,""
"300-399 02ND AVE","Commercial","Weekend","12pm-3pm",2.25,,2.25,2.25,""
"300-399 02ND AVE","Commercial","Weekend","3pm-6pm",1.5,,1.5,1.5,""
"300-399 02ND AVE","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"300-399 02ND AVE","GMP","Weekday","Open-12pm",2,58,1.75,2,"Meter payment realization rate threshold applied"
"300-399 02ND AVE","GMP","Weekday","12pm-3pm",2.25,62,2.25,2.25,""
"300-399 02ND AVE","GMP","Weekday","3pm-6pm",2.25,55,2,2.25,"Meter payment realization rate threshold applied"
"300-399 02ND AVE","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"300-399 02ND AVE","GMP","Weekend","Open-12pm",1.5,61,1.5,1.5,""
"300-399 02ND AVE","GMP","Weekend","12pm-3pm",2.25,67,2.25,2.25,""
"300-399 02ND AVE","GMP","Weekend","3pm-6pm",1.5,64,1.5,1.5,""
"300-399 02ND AVE","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"400-499 02ND AVE","Commercial","Weekday","Open-12pm",1.25,39,1,1,""
"400-499 02ND AVE","Commercial","Weekday","12pm-3pm",1.75,38,1.75,1.75,""
"400-499 02ND AVE","Commercial","Weekday","3pm-6pm",2.25,40,2.25,2.25,""
"400-499 02ND AVE","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"400-499 02ND AVE","Commercial","Weekend","Open-12pm",1.5,32,1.25,1.25,""
"400-499 02ND AVE","Commercial","Weekend","12pm-3pm",3,49,3,3,""
"400-499 02ND AVE","Commercial","Weekend","3pm-6pm",1.5,35,1.5,1.5,""
"400-499 02ND AVE","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"400-499 02ND AVE","GMP","Weekday","Open-12pm",1.25,58,1,1,""
"400-499 02ND AVE","GMP","Weekday","12pm-3pm",1.75,68,1.75,1.75,""
"400-499 02ND AVE","GMP","Weekday","3pm-6pm",2.25,67,2.25,2.25,""
"400-499 02ND AVE","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"400-499 02ND AVE","GMP","Weekend","Open-12pm",1.5,55,1.25,1.25,""
"400-499 02ND AVE","GMP","Weekend","12pm-3pm",3,65,3,3,""
"400-499 02ND AVE","GMP","Weekend","3pm-6pm",1.5,72,1.5,1.5,""
"400-499 02ND AVE","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"200-299 03RD AVE","Commercial","Weekday","Open-12pm",1.25,43,1,1,""
"200-299 03RD AVE","Commercial","Weekday","12pm-3pm",2.5,48,2.5,2.5,""
"200-299 03RD AVE","Commercial","Weekday","3pm-6pm",2,43,2,2,""
"200-299 03RD AVE","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"200-299 03RD AVE","Commercial","Weekend","Open-12pm",0.5,38,0.25,0.5,"Minimum rate rule applied"
"200-299 03RD AVE","Commercial","Weekend","12pm-3pm",2.75,47,2.75,2.75,""
"200-299 03RD AVE","Commercial","Weekend","3pm-6pm",2.25,42,2,2,""
"200-299 03RD AVE","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"200-299 03RD AVE","GMP","Weekday","Open-12pm",1.25,56,1,1,""
"200-299 03RD AVE","GMP","Weekday","12pm-3pm",2.5,66,2.5,2.5,""
"200-299 03RD AVE","GMP","Weekday","3pm-6pm",2,60,2,2,""
"200-299 03RD AVE","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"200-299 03RD AVE","GMP","Weekend","Open-12pm",0.5,48,0.25,0.5,"Minimum rate rule applied"
"200-299 03RD AVE","GMP","Weekend","12pm-3pm",2.75,66,2.75,2.75,""
"200-299 03RD AVE","GMP","Weekend","3pm-6pm",2.25,58,2,2,""
"200-299 03RD AVE","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"300-399 03RD AVE","Commercial","Weekday","Open-12pm",2,,2,2,""
"300-399 03RD AVE","Commercial","Weekday","12pm-3pm",3.75,,3.75,3.75,""
"300-399 03RD AVE","Commercial","Weekday","3pm-6pm",2.5,,2.5,2.5,""
"300-399 03RD AVE","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"300-399 03RD AVE","Commercial","Weekend","Open-12pm",1.75,,1.5,1.75,"Meter payment realization rate threshold applied"
"300-399 03RD AVE","Commercial","Weekend","12pm-3pm",2.75,,2.5,2.75,"Meter payment realization rate threshold applied"
"300-399 03RD AVE","Commercial","Weekend","3pm-6pm",2,,1.75,2,"Meter payment realization rate threshold applied"
"300-399 03RD AVE","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"300-399 03RD AVE","GMP","Weekday","Open-12pm",2,63,2,2,""
"300-399 03RD AVE","GMP","Weekday","12pm-3pm",3.75,69,3.75,3.75,""
"300-399 03RD AVE","GMP","Weekday","3pm-6pm",2.5,70,2.5,2.5,""
"300-399 03RD AVE","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"300-399 03RD AVE","GMP","Weekend","Open-12pm",1.75,53,1.5,1.75,"Meter payment realization rate threshold applied"
"300-399 03RD AVE","GMP","Weekend","12pm-3pm",2.75,58,2.5,2.75,"Meter payment realization rate threshold applied"
"300-399 03RD AVE","GMP","Weekend","3pm-6pm",2,56,1.75,2,"Meter payment realization rate threshold applied"
"300-399 03RD AVE","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1300-1398 03RD AVE","Commercial","Weekday","Open-12pm",2.25,,2.25,2.25,""
"1300-1398 03RD AVE","Commercial","Weekday","12pm-3pm",2,,2,2,""
"1300-1398 03RD AVE","Commercial","Weekday","3pm-6pm",2.25,,2.25,2.25,""
"1300-1398 03RD AVE","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1300-1398 03RD AVE","Commercial","Weekend","Open-12pm",1.75,,1.5,1.75,"Meter payment realization rate threshold applied"
"1300-1398 03RD AVE","Commercial","Weekend","12pm-3pm",1.75,,1.5,1.75,"Meter payment realization rate threshold applied"
"1300-1398 03RD AVE","Commercial","Weekend","3pm-6pm",2,,1.75,2,"Meter payment realization rate threshold applied"
"1300-1398 03RD AVE","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"1300-1398 03RD AVE","GMP","Weekday","Open-12pm",2.25,62,2.25,2.25,""
"1300-1398 03RD AVE","GMP","Weekday","12pm-3pm",2,62,2,2,""
"1300-1398 03RD AVE","GMP","Weekday","3pm-6pm",2.25,60,2.25,2.25,""
"1300-1398 03RD AVE","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"1300-1398 03RD AVE","GMP","Weekend","Open-12pm",1.75,51,1.5,1.75,"Meter payment realization rate threshold applied"
"1300-1398 03RD AVE","GMP","Weekend","12pm-3pm",1.75,53,1.5,1.75,"Meter payment realization rate threshold applied"
"1300-1398 03RD AVE","GMP","Weekend","3pm-6pm",2,52,1.75,2,"Meter payment realization rate threshold applied"
"1300-1398 03RD AVE","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"200-299 04TH AVE","Commercial","Weekday","Open-12pm",1.5,,1.5,1.5,""
"200-299 04TH AVE","Commercial","Weekday","12pm-3pm",4.25,,4.5,4.5,""
"200-299 04TH AVE","Commercial","Weekday","3pm-6pm",2.5,,2.5,2.5,""
"200-299 04TH AVE","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"200-299 04TH AVE","Commercial","Weekend","Open-12pm",1.25,,1.25,1.25,""
"200-299 04TH AVE","Commercial","Weekend","12pm-3pm",4.5,,4.75,4.75,""
"200-299 04TH AVE","Commercial","Weekend","3pm-6pm",3,,3,3,""
"200-299 04TH AVE","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"200-299 04TH AVE","GMP","Weekday","Open-12pm",1.5,70,1.5,1.5,""
"200-299 04TH AVE","GMP","Weekday","12pm-3pm",4.25,84,4.5,4.5,""
"200-299 04TH AVE","GMP","Weekday","3pm-6pm",2.5,75,2.5,2.5,""
"200-299 04TH AVE","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
"200-299 04TH AVE","GMP","Weekend","Open-12pm",1.25,67,1.25,1.25,""
"200-299 04TH AVE","GMP","Weekend","12pm-3pm",4.5,84,4.75,4.75,""
"200-299 04TH AVE","GMP","Weekend","3pm-6pm",3,79,3,3,""
"200-299 04TH AVE","GMP","Weekend","6pm-Close",2.25,,2.25,2.25,""
"300-399 04TH AVE","Commercial","Weekday","Open-12pm",1,,1,1,""
"300-399 04TH AVE","Commercial","Weekday","12pm-3pm",2.5,,2.5,2.5,""
"300-399 04TH AVE","Commercial","Weekday","3pm-6pm",2.25,,2.25,2.25,""
"300-399 04TH AVE","Commercial","Weekday","6pm-Close",2.25,,2.25,2.25,""
"300-399 04TH AVE","Commercial","Weekend","Open-12pm",1,,1,1,""
"300-399 04TH AVE","Commercial","Weekend","12pm-3pm",3.25,,3.25,3.25,""
"300-399 04TH AVE","Commercial","Weekend","3pm-6pm",2.5,,2.5,2.5,""
"300-399 04TH AVE","Commercial","Weekend","6pm-Close",2.25,,2.25,2.25,""
"300-399 04TH AVE","GMP","Weekday","Open-12pm",1,65,1,1,""
"300-399 04TH AVE","GMP","Weekday","12pm-3pm",2.5,74,2.5,2.5,""
"300-399 04TH AVE","GMP","Weekday","3pm-6pm",2.25,71,2.25,2.25,""
"300-399 04TH AVE","GMP","Weekday","6pm-Close",2.25,,2.25,2.25,""
